iter	MultiClass
572	0.1813566929
573	0.1812960428
574	0.1811315656
575	0.181036619
576	0.1809002711
577	0.1807579263
578	0.1804359303
579	0.1802782154
580	0.1802164619
581	0.1801226385
582	0.1799750131
583	0.1798632805
584	0.1796959714
585	0.1796332973
586	0.1795198765
587	0.1792661257
588	0.1791887517
589	0.178851499
590	0.1786620118
591	0.1783868262
592	0.1782742185
593	0.1781960546
594	0.1777700116
595	0.1775309497
596	0.1774426414
597	0.17729665
598	0.1772023977
599	0.1768468035
600	0.1767766385
601	0.176641006
602	0.1763597705
603	0.1762546171
604	0.1760467609
605	0.1759269793
606	0.1758415695
607	0.1755883509
608	0.1754104418
609	0.1753279054
610	0.1752704824
611	0.1751767411
612	0.1749322789
613	0.1748235654
614	0.1747060577
615	0.1746233289
616	0.1744856693
617	0.174401059
618	0.1742392814
619	0.1739890821
620	0.1738785132
621	0.1737070408
622	0.1733475785
623	0.173244936
624	0.1730575701
625	0.1728683185
626	0.1724134658
627	0.172322239
628	0.1721314682
629	0.1720683172
630	0.1719832383
631	0.1719047969
632	0.1718226174
633	0.1717175558
634	0.1715858137
635	0.1713967751
636	0.1713409985
637	0.1710992849
638	0.1709624598
639	0.1708260778
640	0.170655417
641	0.1705747867
642	0.1704722206
643	0.1703617035
644	0.170193202
645	0.1699077749
646	0.169845185
647	0.1696992735
648	0.1695849136
649	0.169451539
650	0.1692940583
651	0.1692294312
652	0.1691152751
653	0.1690602294
654	0.1689791662
655	0.1687933521
656	0.1687039721
657	0.1685565304
658	0.168339288
659	0.1681645048
660	0.1680644058
661	0.1679789063
662	0.1677945981
663	0.1677160013
664	0.1673354005
665	0.1671477535
666	0.1670158781
667	0.1669048325
668	0.1667528193
669	0.1666910595
670	0.1666271432
671	0.1665520231
672	0.1663807308
673	0.1661705373
674	0.1659756511
675	0.1656281986
676	0.1654580083
677	0.1653959593
678	0.1652974535
679	0.1652185271
680	0.1650530887
681	0.164937951
682	0.1647412946
683	0.1646802419
684	0.1646157646
685	0.1644776283
686	0.1643616155
687	0.1643168541
688	0.1641881889
689	0.1640580169
690	0.1638042875
691	0.1637279202
692	0.1636416689
693	0.1634920156
694	0.1633674509
695	0.1632657744
696	0.1632187044
697	0.1630188098
698	0.1629310942
699	0.1627607408
700	0.1626537966
701	0.1625484038
702	0.1624606801
703	0.1623711865
704	0.1621163479
705	0.1620059507
706	0.1618890449
707	0.1618222771
708	0.1617517755
709	0.1615881128
710	0.1613514649
711	0.1613112366
712	0.161074243
713	0.1609863589
714	0.1608221148
715	0.1607989975
716	0.1607212324
717	0.160654609
718	0.1606208596
719	0.1605159666
720	0.1604411869
721	0.1602812229
722	0.160244732
723	0.1601673962
724	0.1600880859
725	0.1599389735
726	0.1598478122
727	0.1597851192
728	0.1596707216
729	0.1594083979
730	0.1592879267
731	0.1592001963
732	0.1590974156
733	0.1590246687
734	0.1589256576
735	0.1587821779
736	0.1584865459
737	0.1582948113
738	0.1582670863
739	0.1581531574
740	0.1581049496
741	0.1578868588
742	0.157845077
743	0.1576505879
744	0.1575813277
745	0.1575024794
746	0.1574489122
747	0.1573153093
748	0.1572719031
749	0.1571877888
750	0.1571479776
751	0.1570152412
752	0.1569177191
753	0.1567886866
754	0.1566466041
755	0.1565087792
756	0.1563615658
757	0.1562590635
758	0.1562071994
759	0.1561118915
760	0.1560659886
761	0.1559033762
762	0.1556890499
763	0.1555669877
764	0.1553505323
765	0.1553103935
766	0.1552547323
767	0.1550884003
768	0.1550354902
769	0.1549845993
770	0.1549148271
771	0.1548652013
772	0.1547503345
773	0.1544495534
774	0.1543901735
775	0.154339232
776	0.1542859376
777	0.1541366726
778	0.1539004372
779	0.1537484842
780	0.1535979558
781	0.1535425661
782	0.1534148618
783	0.1532811576
784	0.1531706091
785	0.153055048
786	0.1529618789
787	0.1528266518
788	0.1527517091
789	0.1526785376
790	0.1525492097
791	0.1524140058
792	0.1522333873
793	0.152069741
794	0.151998649
795	0.1518748033
796	0.1518241544
797	0.1517443314
798	0.1516464257
799	0.1514921472
800	0.1513871302
801	0.1513092652
802	0.1512426767
803	0.1512146147
804	0.1511856273
805	0.1509484608
806	0.1507734565
807	0.1507135317
808	0.1505253614
809	0.1504588257
810	0.1503175001
811	0.1502875551
812	0.1502134054
813	0.1501735953
814	0.1500461977
815	0.149955057
816	0.1498276533
817	0.149536221
818	0.1493210911
819	0.1491518702
820	0.1490360511
821	0.1489591102
822	0.1488449597
823	0.1487893953
824	0.148742616
825	0.1486274243
826	0.1485586842
827	0.148537666
828	0.1484029834
829	0.1483409063
830	0.1482977402
831	0.1482667342
832	0.1482099104
833	0.1480806818
834	0.1480011244
835	0.1479548818
836	0.1479192213
837	0.1478664456
838	0.1477914334
839	0.1476889672
840	0.147528111
841	0.14740186
842	0.1473796025
843	0.1473276839
844	0.1472763515
845	0.1471990167
846	0.1471547801
847	0.1470479384
848	0.1468623299
849	0.1468247124
850	0.1467310665
851	0.1465045832
852	0.1463186424
853	0.1462552805
854	0.1461047049
855	0.1460512657
856	0.1460131503
857	0.1459646622
858	0.145904487
859	0.1458506864
860	0.1457192509
861	0.1456692052
862	0.1455293681
863	0.1452900249
864	0.1449891857
865	0.1449543478
866	0.14483631
867	0.1447432105
868	0.1446703483
869	0.1444407179
870	0.1443394881
871	0.1442859585
872	0.1442492222
873	0.1441528733
874	0.1440397016
875	0.1439420038
876	0.1436474369
877	0.143521077
878	0.1434900953
879	0.1433476539
880	0.1432518869
881	0.1431898766
882	0.1430487934
883	0.1428413865
884	0.142800412
885	0.1427331482
886	0.1425625742
887	0.1425067531
888	0.1424122915
889	0.1423166432
890	0.1422156616
891	0.1421601731
892	0.14190521
893	0.1417304875
894	0.1416560506
895	0.1416109238
896	0.1415666668
897	0.1414908784
898	0.1414434279
899	0.1412460588
900	0.1411875817
901	0.1411309106
902	0.1410053928
903	0.1409716608
904	0.1407164668
905	0.1406759303
906	0.1406063111
907	0.1404854143
908	0.1403285038
909	0.140175831
910	0.1400290066
911	0.1399657008
912	0.139865557
913	0.139704149
914	0.1396356181
915	0.1394355141
916	0.1393809362
917	0.1392859258
918	0.1392419099
919	0.1391666433
920	0.1391328098
921	0.1390014664
922	0.1389629589
923	0.1388181368
924	0.1387073652
925	0.1386145549
926	0.1385718884
927	0.1384969235
928	0.1384686375
929	0.1383646939
930	0.1383271847
931	0.138286376
932	0.1382369048
933	0.1380817456
934	0.1379556306
935	0.1379070619
936	0.1377664128
937	0.1377123826
938	0.1376631422
939	0.1375543523
940	0.1374681343
941	0.1372980292
942	0.137242096
943	0.1372131216
944	0.1370822617
945	0.1369976414
946	0.136943402
947	0.1368972502
948	0.1366943806
949	0.136673174
950	0.1366290469
951	0.1365767597
952	0.1365135615
953	0.1364673918
954	0.136291623
955	0.136251227
956	0.1360432527
957	0.1359365664
958	0.1358848735
959	0.1358188112
960	0.135700992
961	0.1355940733
962	0.1354983655
963	0.1353811406
964	0.1352700154
965	0.1351698724
966	0.1351245275
967	0.1350222275
968	0.1348174614
969	0.1346174352
970	0.1345196571
971	0.1344846565
972	0.134435884
973	0.1341983675
974	0.134166853
975	0.134132807
976	0.1340452697
977	0.1340185945
978	0.1340028325
979	0.1338618994
980	0.1338249139
981	0.1336938402
982	0.1335953179
983	0.13354155
984	0.1334270835
985	0.1332800356
986	0.1332096842
987	0.1331891791
988	0.133141595
989	0.1331134234
990	0.1330763386
991	0.1330623605
992	0.1330378529
993	0.132987306
994	0.1329215687
995	0.1328515963
996	0.1328169405
997	0.1327884107
998	0.1327583089
999	0.1327004021
59516
